5|1048576|2|11|.001414|
5|1048576|2|11|.001598|
5|1048576|2|11|.001767|
5|1048576|2|11|.000848|
5|1048576|2|11|.000795|
5|1048576|2|101|.001075|
5|1048576|2|101|.000819|
5|1048576|2|101|.001921|
5|1048576|2|101|.001541|
5|1048576|2|101|.001546|
5|1048576|2|1009|.00063|
5|1048576|2|1009|.001431|
5|1048576|2|1009|.001258|
5|1048576|2|1009|.000961|
5|1048576|2|1009|.001794|
5|1048576|2|32749|.001778|
5|1048576|2|32749|.002332|
5|1048576|2|32749|.001531|
5|1048576|2|32749|.001624|
5|1048576|2|32749|.001711|
3|16|2|11|.000388|
3|16|2|11|.000354|
3|16|2|11|.000434|
3|16|2|11|.000286|
3|16|2|11|.000347|
3|16|2|101|.000333|
3|16|2|101|.000372|
3|16|2|101|.000474|
3|16|2|101|.000367|
3|16|2|101|.000381|
3|16|2|1009|.000358|
3|16|2|1009|.000447|
3|16|2|1009|.000442|
3|16|2|1009|.000487|
3|16|2|1009|.000389|
3|16|2|32749|.000359|
3|16|2|32749|.000506|
3|16|2|32749|.000398|
3|16|2|32749|.000468|
3|16|2|32749|.000383|
3|16|2|11|.000437|
3|16|2|11|.000417|
3|16|2|11|.000321|
3|16|2|11|.00035|
3|16|2|11|.000513|
3|16|2|101|.000396|
3|16|2|101|.000379|
3|16|2|101|.000401|
3|16|2|101|.000404|
3|16|2|101|.000313|
3|16|2|1009|.000431|
3|16|2|1009|.000454|
3|16|2|1009|.00037|
3|16|2|1009|.000383|
3|16|2|1009|.000319|
3|16|2|32749|.000427|
3|16|2|32749|.000406|
3|16|2|32749|.000409|
3|16|2|32749|.000397|
3|16|2|32749|.000494|
3|16|10|11|.000485|
3|16|10|11|.000533|
3|16|10|11|.000497|
3|16|10|11|.000494|
3|16|10|11|.000506|
3|16|10|101|.000584|
3|16|10|101|.000566|
3|16|10|101|.000539|
3|16|10|101|.000617|
3|16|10|101|.00059|
3|16|10|1009|.00048|
3|16|10|1009|.0006|
3|16|10|1009|.000536|
3|16|10|1009|.000572|
3|16|10|1009|.000533|
3|16|10|32749|.000682|
3|16|10|32749|.000726|
3|16|10|32749|.000648|
3|16|10|32749|.000708|
3|16|10|32749|.000717|
3|16|18|11|.000627|
3|16|18|11|.000598|
3|16|18|11|.000596|
3|16|18|11|.000664|
3|16|18|11|.000705|
3|16|18|101|.000658|
3|16|18|101|.000613|
3|16|18|101|.000609|
3|16|18|101|.00063|
3|16|18|101|.0006|
3|16|18|1009|.000583|
3|16|18|1009|.00072|
3|16|18|1009|.000672|
3|16|18|1009|.000591|
3|16|18|1009|.000556|
3|16|18|32749|.000878|
3|16|18|32749|.000812|
3|16|18|32749|.000821|
3|16|18|32749|.000804|
3|16|18|32749|.000792|
3|256|2|11|.00034|
3|256|2|11|.000388|
3|256|2|11|.000357|
3|256|2|11|.000457|
3|256|2|11|.000381|
3|256|2|101|.000417|
3|256|2|101|.000409|
3|256|2|101|.000373|
3|256|2|101|.000378|
3|256|2|101|.000383|
3|256|2|1009|.00034|
3|256|2|1009|.000537|
3|256|2|1009|.000351|
3|256|2|1009|.000321|
3|256|2|1009|.000357|
3|256|2|32749|.00047|
3|256|2|32749|.000702|
3|256|2|32749|.000379|
3|256|2|32749|.000485|
3|256|2|32749|.000489|
3|256|10|11|.000513|
3|256|10|11|.000507|
3|256|10|11|.000505|
3|256|10|11|.000505|
3|256|10|11|.000479|
3|256|10|101|.000519|
3|256|10|101|.000618|
3|256|10|101|.000569|
3|256|10|101|.000549|
3|256|10|101|.000551|
3|256|10|1009|.000609|
3|256|10|1009|.000614|
3|256|10|1009|.00072|
3|256|10|1009|.000552|
3|256|10|1009|.000562|
3|256|10|32749|.000693|
3|256|10|32749|.000701|
3|256|10|32749|.000709|
3|256|10|32749|.00062|
3|256|10|32749|.000711|
3|256|18|11|.000559|
3|256|18|11|.000584|
3|256|18|11|.000604|
3|256|18|11|.000757|
3|256|18|11|.000524|
3|256|18|101|.000565|
3|256|18|101|.000546|
3|256|18|101|.000651|
3|256|18|101|.000644|
3|256|18|101|.000648|
3|256|18|1009|.000721|
3|256|18|1009|.000596|
3|256|18|1009|.000633|
3|256|18|1009|.000708|
3|256|18|1009|.000656|
3|256|18|32749|.000763|
3|256|18|32749|.000775|
3|256|18|32749|.000868|
3|256|18|32749|.000807|
3|256|18|32749|.000795|
3|4096|2|11|.000422|
3|4096|2|11|.000352|
3|4096|2|11|.000425|
3|4096|2|11|.000458|
3|4096|2|11|.000395|
3|4096|2|101|.000465|
3|4096|2|101|.000316|
3|4096|2|101|.00043|
3|4096|2|101|.00047|
3|4096|2|101|.000425|
3|4096|2|1009|.000366|
3|4096|2|1009|.000473|
3|4096|2|1009|.000343|
3|4096|2|1009|.000492|
3|4096|2|1009|.00035|
3|4096|2|32749|.000388|
3|4096|2|32749|.000639|
3|4096|2|32749|.000418|
3|4096|2|32749|.000478|
3|4096|2|32749|.000367|
3|4096|10|11|.000487|
3|4096|10|11|.000496|
3|4096|10|11|.000447|
3|4096|10|11|.00046|
3|4096|10|11|.000545|
3|4096|10|101|.000588|
3|4096|10|101|.000524|
3|4096|10|101|.000556|
3|4096|10|101|.000527|
3|4096|10|101|.000545|
3|4096|10|1009|.000526|
3|4096|10|1009|.00059|
3|4096|10|1009|.000531|
3|4096|10|1009|.000602|
3|4096|10|1009|.000532|
3|4096|10|32749|.000654|
3|4096|10|32749|.000745|
3|4096|10|32749|.000747|
3|4096|10|32749|.000758|
3|4096|10|32749|.000692|
3|4096|18|11|.000581|
3|4096|18|11|.000595|
3|4096|18|11|.000609|
3|4096|18|11|.000588|
3|4096|18|11|.000556|
3|4096|18|101|.000682|
3|4096|18|101|.000543|
3|4096|18|101|.000631|
3|4096|18|101|.000529|
3|4096|18|101|.000562|
3|4096|18|1009|.000707|
3|4096|18|1009|.000636|
3|4096|18|1009|.000579|
3|4096|18|1009|.000626|
3|4096|18|1009|.000589|
